weight,horsepower,torque,transmission,body style,drive train,quarter mile,0-60
1060.0,207.0,227.0,1,2,0,14.9 s @ 96.9 mph,5.4
1179.0,220.0,280.0,3,2,0,14.7 s,6.5
1288.0,200.0,215.0,1,2,0,16.9 s @ 99.4 mph,6.9
1240.0,197.0,216.0,1,2,0,15.9 s @ 94.4 mph,6.5
1090.0,182.0,201.0,1,2,0,15.5 s @ 96.3 mph,6.6
1070.0,182.0,201.0,1,2,0,15.7 s,6.8
1090.0,182.0,200.0,1,2,0,15.5 s,6.6
983.0,172.0,200.0,1,2,0,15.7 s @ 95.7 mph,6.5
1059.0,174.0,210.0,1,2,0,15.6 s @ 95.1 mph,6.6
1147.0,160.0,226.0,1,6,1,16.0 s @ 87.0 mph,7.5
1167.0,200.0,296.0,1,6,1,14.5 s,6.0
853.0,103.0,117.0,1,5,1,17.7 s @ 76.0 mph,10.9
822.0,120.0,165.0,1,2,0,15.6 s,8.2
1478.0,141.0,220.0,1,5,0,16.5 s @ 84.0 mph,9.0
1253.0,177.0,270.0,1,5,2,15.4 s @ 87.0 mph,7.8
1060.0,139.0,158.0,1,2,0,15.7 s,7.3
870.0,51.0,77.0,2,5,1,22.4 s @ 60.8 mph,22.6
2062.0,380.0,450.0,2,0,2,14.2 s @ 97.7 mph,5.7
1954.0,300.0,700.0,2,0,2,14.9 s @ 93.8 mph,6.4
2649.0,510.0,625.0,2,0,2,13.7 s @ 103.8 mph,5.1
2310.0,575.0,700.0,2,0,2,12.8 s,4.2
2285.0,510.0,625.0,2,0,2,12.8 s @ 110.0 mph,4.3
2648.0,510.0,550.0,2,0,2,13.7 s @ 104.0 mph,5.1
2570.0,390.0,550.0,1,0,2,15.2 s @ 92.8 mph,7.1
2585.0,530.0,750.0,2,0,2,13.1 s @ 107.1 mph,4.6
2693.0,400.0,550.0,2,0,2,14.4 s @ 94.9 mph,5.7
2082.0,308.0,540.0,2,0,2,14.5 s,6.8
1993.0,300.0,400.0,2,0,2,15.2 s @ 91.0 mph,6.6
1950.0,249.0,365.0,2,0,2,16.8 s @ 81.3 mph,9.0
2430.0,350.0,700.0,2,0,2,14.7 s,6.3
765.0,243.0,359.0,1,7,1,12.3 s @ 120.5 mph,3.3
495.0,205.0,169.0,1,7,1,13.1 s @ 116.8 mph,2.8
765.0,365.0,488.0,1,7,1,,3.0
1760.0,300.0,400.0,3,5,1,14.0 s @ 102.5 mph,5.4
1990.0,550.0,750.0,3,5,2,11.5 s @ 122.4 mph,3.3
1995.0,570.0,800.0,3,5,2,,3.6
1870.0,540.0,800.0,3,5,2,11.5 s,3.4
2325.0,680.0,850.0,3,4,2,11.1 s @ 126.0 mph,2.9
2187.0,630.0,604.0,2,4,2,11.0 s @ 123.6 mph,2.7
2035.0,550.0,770.0,3,4,2,11.6 s @ 118.1 mph,3.3
1974.0,500.0,770.0,3,5,2,12.5 s @ 120.5 mph,3.7
2095.0,416.0,590.0,2,5,1,14.3 s @ 111.8 mph,5.1
1800.0,400.0,500.0,3,5,1,13.2 s,5.1
1929.0,440.0,520.0,3,5,2,13.5 s @ 114.3 mph,4.0
1860.0,430.0,520.0,3,5,2,12.5 s @ 108.1 mph,4.1
2090.0,460.0,620.0,2,5,2,12.9 s @ 117.4 mph,3.6
1880.0,250.0,550.0,2,5,1,14.8 s,6.2
2342.0,560.0,750.0,3,0,2,11.4 s,3.2
2126.0,422.0,850.0,3,5,2,12.3 s,3.8
1874.0,420.0,521.0,3,5,2,13.0 s @ 104.6 mph,4.4
2302.0,462.0,700.0,3,4,2,12.6 s @ 109.5 mph,4.0
1820.0,310.0,400.0,3,5,2,14.7 s @ 99.4 mph,5.6
1961.0,330.0,449.0,3,5,1,13.2 s @ 104.7 mph,4.5
1910.0,380.0,519.0,3,0,2,12.6 s @ 108.7 mph,3.9
1890.0,252.0,370.0,3,0,2,14.4 s @ 94.6 mph,5.9
1913.0,265.0,400.0,3,0,2,14.2 s,5.5
1360.0,265.0,300.0,3,6,1,14.2 s,5.2
2550.0,680.0,900.0,2,0,2,11.5 s @ 121.0 mph,3.2
2170.0,550.0,750.0,2,0,2,12.5 s @ 113.1 mph,4.1
2406.0,550.0,750.0,2,0,2,12.6 s @ 112.5 mph,4.1
2355.0,521.0,720.0,2,0,2,,5.1
2170.0,540.0,800.0,2,0,2,,4.4
2170.0,500.0,700.0,2,0,2,12.4 s @ 113.1 mph,4.0
2260.0,500.0,700.0,2,0,2,13.6 s @ 115.0 mph,4.4
2355.0,450.0,624.0,1,0,2,14.0 s,5.1
2649.0,385.0,500.0,2,0,2,,6.2
2245.0,340.0,420.0,2,0,2,15.4 s @ 92.0 mph,7.0
2388.0,405.0,500.0,1,0,2,14.2 s,5.7
2090.0,420.0,515.0,2,0,2,13.9 s @ 101.3 mph,5.4
2315.0,239.0,550.0,2,0,2,17.2 s @ 90.7 mph,7.8
2424.0,462.0,700.0,2,0,2,12.8 s @ 108.0 mph,4.2
2160.0,250.0,310.0,1,0,2,18.2 s @ 88.2 mph,9.2
2160.0,290.0,385.0,1,0,2,16.7 s @ 93.2 mph,7.3
900.0,230.0,280.0,1,6,1,14.0 s @ 100.0 mph,5.2
960.0,210.0,255.0,1,6,1,14.1 s @ 97.0 mph,5.5
1380.0,612.0,590.0,1,3,1,11.0 s,3.5
1315.0,375.0,420.0,1,3,1,13.0 s @ 119.9 mph,4.5
1355.0,295.0,340.0,1,3,1,13.6 s,5.2
1320.0,260.0,310.0,1,3,1,14.9 s @ 108.7 mph,5.2
1355.0,303.0,340.0,1,3,1,13.9 s,5.1
1241.0,204.0,245.0,1,3,1,14.5 s @ 94.6 mph,6.0
1360.0,240.0,270.0,1,3,1,14.3 s,6.1
1356.0,305.0,500.0,1,6,1,13.1 s,4.6
1587.0,515.0,561.0,1,6,2,12.3 s @ 120.5 mph,3.5
1350.0,456.0,500.0,1,6,2,11.8 s,3.5
1347.0,449.0,500.0,1,6,2,11.8 s,3.6
1280.0,220.0,330.0,1,6,1,15.4 s @ 106.3 mph,5.5
1340.0,250.0,350.0,1,6,1,15.0 s @ 93.8 mph,5.9
1416.0,211.0,280.0,1,6,1,15.3 s,6.9
1290.0,165.0,225.0,1,6,1,15.9 s,7.9
1450.0,300.0,385.0,2,6,1,14.2 s @ 98.0 mph,6.2
1180.0,177.0,250.0,1,6,1,16.5 s @ 101.9 mph,6.2
1120.0,245.0,335.0,1,6,1,14.7 s @ 110.6 mph,5.4
1120.0,210.0,280.0,1,6,1,16.6 s @ 101.3 mph,6.5
1129.0,112.0,149.0,1,6,1,17.0 s @ 82.0 mph,10.5
950.0,100.0,162.0,1,6,1,,9.1
952.0,90.0,122.0,1,6,1,18.1 s @ 78.0 mph,11.4
1100.0,169.0,228.0,2,3,1,14.5 s @ 94.1 mph,5.9
1100.0,193.0,217.0,1,3,1,13.9 s,6.2
1650.0,450.0,620.0,1,3,1,12.8 s,4.1
1500.0,450.0,585.0,1,6,2,12.0 s,3.7
1290.0,381.0,490.0,1,6,1,13.6 s @ 116.2 mph,4.7
1540.0,450.0,620.0,1,6,2,11.9 s,4.0
1506.0,430.0,540.0,1,6,2,12.2 s @ 114.0 mph,3.6
1664.0,500.0,700.0,1,3,2,11.5 s @ 127.4 mph,3.0
1641.0,540.0,710.0,3,3,2,10.8 s @ 129.0 mph,2.7
1660.0,420.0,560.0,1,3,2,12.5 s,4.1
1335.0,300.0,432.0,1,3,1,14.5 s @ 110.6 mph,5.1
1486.0,365.0,480.0,1,6,1,13.6 s,5.2
1290.0,300.0,412.0,1,6,1,13.4 s,5.0
1195.0,260.0,350.0,1,6,1,14.6 s @ 110.6 mph,5.2
1640.0,450.0,530.0,3,3,2,11.3 s,3.5
1563.0,385.0,420.0,3,6,2,13.4 s @ 116.2 mph,4.3
1628.0,450.0,550.0,3,3,2,11.4 s @ 120.8 mph,3.0
1540.0,350.0,390.0,3,6,2,12.1 s @ 115.0 mph,3.6
1400.0,285.0,340.0,2,6,1,14.4 s @ 101.0 mph,5.1
1415.0,320.0,370.0,1,6,1,13.5 s @ 109.4 mph,5.0
1075.0,110.0,157.0,1,3,1,15.8 s @ 84.0 mph,7.8
1050.0,125.0,176.0,1,6,1,16.0 s @ 85.0 mph,8.1
1557.0,550.0,600.0,1,6,1,11.9 s,3.8
1580.0,408.0,420.0,3,3,1,12.8 s @ 119.3 mph,4.0
1057.0,250.0,250.0,1,6,1,13.1 s,4.6
1200.0,188.0,265.0,1,3,1,14.8 s,6.3
1160.0,180.0,265.0,1,6,1,14.4 s,6.1
1150.0,204.0,267.0,1,6,1,16.0 s @ 103.8 mph,6.1
1200.0,188.0,265.0,1,6,1,14.7 s,6.1
1115.0,175.0,235.0,1,6,1,17.7 s @ 96.3 mph,7.3
1070.0,190.0,216.0,1,6,1,16.5 s @ 101.3 mph,6.5
1084.0,182.0,199.0,1,6,1,14.9 s @ 88.5 mph,6.5
1073.0,162.0,172.0,1,6,1,15.2 s @ 92.0 mph,6.5
1034.0,170.0,181.0,1,6,1,15.1 s @ 91.0 mph,6.5
1482.0,525.0,465.0,3,6,1,11.1 s @ 126.5 mph,3.1
1360.0,381.0,385.0,1,6,1,12.3 s,4.1
950.0,549.0,600.0,1,6,1,11.6 s @ 131.7 mph,3.5
1122.0,165.0,206.0,1,3,1,14.3 s @ 97.0 mph,5.8
1093.0,140.0,175.0,1,6,1,15.3 s @ 88.0 mph,7.0
1415.0,430.0,440.0,3,6,1,12.7 s @ 116.2 mph,3.8
1465.0,400.0,440.0,3,3,1,12.1 s @ 116.2 mph,3.8
1474.0,381.0,415.0,1,6,1,13.2 s @ 118.1 mph,4.3
1415.0,400.0,440.0,3,6,1,11.8 s @ 119.3 mph,3.5
839.0,284.0,215.0,1,6,1,13.2 s @ 105.0 mph,5.6
1140.0,300.0,360.0,1,6,1,13.2 s @ 106.4 mph,4.8
1545.0,408.0,420.0,3,3,1,13.0 s @ 117.4 mph,4.1
1450.0,350.0,390.0,3,3,1,12.7 s @ 112.5 mph,4.4
1528.0,320.0,370.0,1,3,1,13.4 s @ 106.1 mph,5.0
1481.0,300.0,350.0,1,3,1,13.5 s,5.1
1390.0,272.0,330.0,1,3,1,15.6 s @ 105.6 mph,5.9
1530.0,345.0,390.0,3,3,1,13.8 s @ 113.7 mph,4.5
1370.0,286.0,340.0,1,3,1,13.7 s,5.0
1535.0,400.0,440.0,3,3,2,12.9 s @ 119.3 mph,4.0
1598.0,385.0,420.0,1,3,2,13.4 s @ 116.2 mph,4.2
1470.0,320.0,370.0,1,6,2,12.9 s,4.7
1465.0,400.0,440.0,3,6,2,12.0 s,3.9
1475.0,250.0,310.0,1,6,2,15.6 s @ 105.6 mph,5.9
1620.0,480.0,570.0,3,3,2,11.5 s,3.7
1470.0,430.0,440.0,3,6,2,,4.2
1618.0,300.0,350.0,1,3,2,14.3 s,5.8
1430.0,272.0,330.0,1,3,2,15.8 s @ 105.0 mph,6.0
1543.0,375.0,449.0,3,6,1,11.9 s @ 117.0 mph,3.4
1405.0,320.0,370.0,1,6,1,13.3 s,4.7
1450.0,325.0,370.0,2,6,2,13.2 s,4.8
1490.0,345.0,390.0,1,6,2,12.1 s,4.3
1420.0,272.0,330.0,1,6,2,13.7 s,5.0
1393.0,300.0,365.0,1,6,1,14.2 s @ 111.8 mph,4.9
1210.0,234.0,284.0,1,3,1,15.1 s @ 98.8 mph,6.2
1201.0,231.0,284.0,1,3,1,15.6 s @ 105.6 mph,5.6
1210.0,217.0,265.0,1,6,1,16.5 s @ 102.5 mph,5.9
1120.0,200.0,255.0,1,6,1,15.9 s @ 103.8 mph,5.7
1180.0,210.0,255.0,1,6,1,15.9 s @ 103.8 mph,5.8
1100.0,169.0,228.0,1,6,1,14.4 s @ 95.4 mph,5.6
1400.0,350.0,390.0,3,6,1,12.4 s @ 115.0 mph,4.2
1224.0,217.0,264.0,1,6,1,13.9 s @ 99.0 mph,5.6
1179.0,231.0,284.0,1,6,1,13.9 s @ 100.0 mph,5.2
1080.0,130.0,174.0,1,6,1,16.1 s,8.3
1156.0,145.0,228.0,1,3,1,16.4 s @ 84.0 mph,8.5
1077.0,165.0,235.0,1,6,1,,7.2
1100.0,145.0,228.0,2,6,1,14.7 s @ 92.1 mph,6.1
612.0,180.0,197.0,1,6,1,14.5 s @ 103.0 mph,6.4
650.0,155.0,169.0,1,6,1,14.9 s @ 108.7 mph,5.4
550.0,112.0,120.0,1,3,1,16.1 s,8.2
893.0,75.0,123.0,1,6,1,18.9 s @ 72.0 mph,13.5
825.0,132.0,161.0,1,6,1,16.3 s,8.7
908.0,91.0,121.0,1,3,1,,12.5
877.0,90.0,121.0,1,3,1,17.7 s @ 74.0 mph,11.5
1047.0,75.0,117.0,1,6,1,18.8 s @ 73.0 mph,12.7
762.0,60.0,110.0,1,3,1,18.8 s,13.3
825.0,117.0,135.0,1,6,1,,11.1
952.0,105.0,121.0,1,6,1,18.4 s @ 82.0 mph,10.8
861.0,60.0,110.0,1,3,1,19.4 s @ 70.0 mph,14.0
850.0,60.0,110.0,1,6,1,19.3 s,13.9
839.0,110.0,124.0,1,3,1,16.5 s @ 76.0 mph,11.1
923.0,110.0,119.0,1,6,1,17.7 s,11.5
810.0,70.0,107.0,1,6,1,18.4 s,12.4
1719.0,188.0,285.0,2,0,2,16.6 s @ 83.0 mph,9.0
1573.0,353.0,580.0,1,6,1,14.8 s @ 99.0 mph,6.6
1573.0,210.0,309.0,2,5,1,19.7 s @ 75.0 mph,12.7
1614.0,365.0,575.0,1,4,1,,6.0
1556.0,404.0,580.0,1,5,1,,5.4
1356.0,142.0,281.0,2,5,1,21.2 s @ 69.0 mph,15.9
1337.0,264.0,353.0,1,3,1,13.7 s @ 102.0 mph,5.2
1300.0,180.0,230.0,1,3,1,15.3 s,6.7
1628.0,365.0,575.0,1,6,1,14.1 s @ 105.1 mph,5.8
1594.0,395.0,651.0,1,6,1,13.8 s @ 104.4 mph,5.2
1715.0,375.0,603.0,1,6,1,,6.2
1592.0,375.0,603.0,1,6,1,13.9 s @ 107.5 mph,5.1
1668.0,400.0,536.0,1,6,1,13.3 s @ 108.1 mph,4.7
1698.0,355.0,495.0,2,6,1,13.9 s @ 103.6 mph,5.4
1595.0,304.0,563.0,1,6,1,,7.1
1629.0,385.0,598.0,1,6,1,14.7 s @ 96.0 mph,6.9
1714.0,365.0,594.0,2,6,1,14.5 s @ 102.0 mph,6.1
1664.0,264.0,380.0,2,5,0,15.0 s @ 93.0 mph,6.6
1820.0,380.0,597.0,1,6,1,,6.3
1820.0,426.0,820.0,1,6,1,,5.2
1886.0,355.0,597.0,2,6,1,17.1 s @ 83.5 mph,9.4
1896.0,395.0,630.0,2,6,1,14.1 s @ 95.0 mph,6.7
1800.0,420.0,562.0,1,5,1,13.0 s,4.5
1618.0,243.0,325.0,1,5,0,14.9 s @ 95.0 mph,6.2
1596.0,213.0,468.0,2,6,1,,8.7
1653.0,350.0,434.0,1,3,1,,5.9
1581.0,340.0,468.0,1,6,1,13.4 s @ 106.6 mph,5.2
1653.0,203.0,441.0,1,6,1,16.9 s @ 82.0 mph,9.3
1560.0,193.0,325.0,1,6,1,17.5 s @ 85.0 mph,8.6
1542.0,147.0,325.0,1,6,1,17.5 s @ 80.0 mph,10.6
1432.0,218.0,325.0,1,6,1,17.5 s @ 80.0 mph,10.0
1500.0,355.0,529.0,2,6,1,13.2 s @ 107.5 mph,4.6
1568.0,345.0,583.0,1,6,1,,5.5
1610.0,279.0,441.0,2,3,1,15.1 s @ 95.0 mph,6.7
1578.0,319.0,466.0,2,6,1,,5.3
1498.0,330.0,556.0,1,6,1,14.7 s @ 98.0 mph,6.5
1553.0,148.0,257.0,2,6,1,19.4 s @ 83.9 mph,10.3
1573.0,253.0,461.0,2,6,1,13.4 s @ 101.0 mph,4.6
1691.0,350.0,583.0,1,6,1,13.9 s @ 102.5 mph,5.6
1534.0,375.0,603.0,1,6,1,13.4 s @ 108.7 mph,4.7
1515.0,206.0,312.0,2,6,1,,7.2
1225.0,142.0,230.0,1,6,1,15.9 s @ 85.1 mph,7.5
1759.0,353.0,583.0,1,6,1,13.7 s @ 108.0 mph,4.6
1809.0,411.0,576.0,1,6,1,14.3 s @ 103.0 mph,6.0
1807.0,271.0,556.0,2,5,1,17.9 s @ 81.0 mph,10.1
1864.0,380.0,625.0,2,6,1,15.5 s @ 95.0 mph,7.2
1873.0,343.0,622.0,2,6,1,15.8 s @ 88.0 mph,7.4
1579.0,167.0,285.0,2,5,0,17.3 s @ 78.0 mph,9.2
1719.0,279.0,407.0,2,5,0,15.4 s @ 91.0 mph,6.9
1982.0,330.0,582.0,2,5,1,16.6 s @ 82.0 mph,8.8
1833.0,137.0,332.0,2,5,1,20.0 s @ 69.5 mph,14.8
1565.0,208.0,298.0,2,6,0,15.7 s @ 86.0 mph,7.9
1962.0,330.0,576.0,2,5,1,16.8 s @ 83.0 mph,8.9
1220.0,148.0,230.0,1,2,0,,8.8
1589.0,147.0,292.0,2,5,1,20.0 s @ 66.6 mph,15.3
1512.0,233.0,461.0,1,5,1,17.2 s @ 77.0 mph,10.5
1787.0,431.0,664.0,2,6,1,14.5 s @ 95.0 mph,7.1
1714.0,330.0,576.0,2,6,1,15.6 s @ 91.0 mph,7.1
1687.0,335.0,576.0,2,6,1,16.2 s @ 83.0 mph,8.7
1285.0,217.0,300.0,2,7,1,15.6 s @ 87.0 mph,7.0
1290.0,257.0,346.0,2,3,1,14.9 s,5.6
1720.0,431.0,664.0,2,6,1,14.0 s,5.7
1737.0,380.0,651.0,1,6,1,14.4 s @ 98.0 mph,6.0
1593.0,167.0,325.0,2,5,1,18.2 s @ 74.6 mph,11.1
2165.0,335.0,576.0,2,4,1,17.5 s @ 77.0 mph,11.1
1941.0,330.0,576.0,2,3,1,16.6 s @ 86.2 mph,8.7
1642.0,243.0,420.0,2,6,1,16.6 s,9.0
1644.0,294.0,447.0,1,6,1,17.2 s @ 78.0 mph,8.5
1737.0,309.0,502.0,1,6,1,15.5 s @ 86.0 mph,7.7
1544.0,380.0,651.0,2,6,1,14.0 s @ 103.8 mph,5.6
1545.0,431.0,651.0,1,6,1,13.7 s @ 107.5 mph,6.5
1487.0,147.0,292.0,2,6,1,19.4 s @ 69.8 mph,13.6
1529.0,238.0,380.0,1,6,1,16.6 s @ 83.0 mph,9.2
1374.0,238.0,380.0,1,6,1,15.9 s @ 85.0 mph,8.2
1574.0,279.0,461.0,1,6,1,14.9 s @ 96.0 mph,7.1
1501.0,238.0,380.0,2,6,1,16.9 s @ 85.6 mph,9.2
1428.0,182.0,353.0,2,6,1,17.8 s @ 72.0 mph,12.9
1416.0,163.0,340.0,1,6,0,18.0 s @ 95.1 mph,7.6
1394.0,156.0,240.0,1,6,0,16.6 s @ 86.4 mph,7.3
1165.0,75.0,118.0,1,1,0,,16.1
1812.0,224.0,360.0,2,4,0,16.0 s,7.8
1892.0,340.0,384.0,2,4,0,13.9 s,5.7
1433.0,194.0,267.0,1,6,0,15.8 s,7.2
1070.0,73.0,127.0,1,5,1,21.0 s @ 64.0 mph,18.4
1093.0,58.0,101.0,1,5,1,21.7 s,20.5
989.0,132.0,161.0,1,2,0,17.7 s @ 88.9 mph,8.1
1524.0,181.0,400.0,2,4,0,15.8 s,7.1
1659.0,225.0,360.0,2,2,0,14.8 s @ 97.8 mph,6.7
1413.0,200.0,275.0,1,2,0,15.3 s,6.9
1163.0,169.0,193.0,1,2,0,,6.9
1190.0,167.0,193.0,1,2,0,17.0 s @ 93.2 mph,7.2
1160.0,200.0,275.0,1,2,0,14.7 s,6.8
1050.0,68.0,160.0,1,2,0,,13.1
1225.0,174.0,240.0,1,2,0,15.6 s,6.7
1250.0,175.0,264.0,1,2,0,16.3 s @ 94.4 mph,7.1
1256.0,150.0,240.0,1,2,0,16.0 s,7.5
1100.0,177.0,202.0,1,2,0,,7.4
1127.0,138.0,190.0,1,3,0,16.0 s,8.3
930.0,202.0,255.0,1,2,2,14.9 s,5.5
790.0,103.0,125.0,1,2,0,16.5 s,8.5
874.0,128.0,161.0,1,2,0,16.2 s,7.6
850.0,105.0,131.0,1,2,0,16.8 s,8.4
865.0,103.0,132.0,1,2,0,16.6 s,9.1
970.0,120.0,145.0,1,2,0,17.1 s @ 91.3 mph,7.7
1230.0,650.0,780.0,1,6,1,11.4 s @ 134.2 mph,3.3
1205.0,680.0,784.0,1,6,1,11.0 s @ 135.5 mph,2.8
1300.0,555.0,750.0,1,3,1,11.3 s @ 131.1 mph,3.4
1232.0,650.0,781.0,1,3,1,10.9 s @ 136.7 mph,3.0
1350.0,558.0,750.0,1,6,1,11.3 s,3.6
1250.0,555.0,750.0,1,6,1,11.8 s @ 127.4 mph,3.7
1350.0,408.0,570.0,1,6,1,12.1 s,4.0
1218.0,800.0,1100.0,1,6,1,10.8 s @ 147.3 mph,3.2
1350.0,730.0,1000.0,3,6,1,10.9 s,3.0
2108.0,177.0,400.0,2,4,0,18.0 s,10.5
1370.0,284.0,355.0,1,5,0,14.5 s @ 96.9 mph,5.5
1321.0,170.0,230.0,1,5,0,17.1 s @ 92.0 mph,8.0
1365.0,204.0,280.0,1,5,2,14.7 s,6.4
1580.0,280.0,355.0,1,5,0,15.7 s @ 105.6 mph,6.1
1483.0,156.0,230.0,2,5,1,18.8 s @ 89.5 mph,8.5
1517.0,204.0,265.0,1,5,1,15.8 s,7.0
907.0,57.0,84.0,1,5,1,21.8 s @ 60.0 mph,21.6
1370.0,180.0,243.0,1,6,1,,8.2
1219.0,130.0,230.0,2,0,0,17.0 s @ 82.0 mph,9.3
1653.0,382.0,568.0,1,5,1,13.5 s,4.8
990.0,116.0,151.0,1,2,0,18.6 s @ 86.4 mph,8.9
1030.0,150.0,196.0,1,2,0,15.6 s @ 90.7 mph,7.3
734.0,55.0,81.0,1,6,1,20.7 s @ 63.0 mph,17.8
671.0,40.0,71.0,1,2,1,22.0 s @ 59.0 mph,23.0
1855.0,325.0,435.0,1,4,2,14.6 s,5.9
1735.0,325.0,400.0,1,5,2,15.0 s @ 108.1 mph,5.2
1407.0,264.0,353.0,1,3,1,14.5 s,5.9
1860.0,300.0,520.0,2,0,2,13.7 s,4.9
1702.0,224.0,360.0,2,0,0,16.2 s,7.8
1260.0,210.0,280.0,1,2,0,15.0 s,6.3
1203.0,192.0,266.0,1,2,0,15.3 s,6.7
1244.0,150.0,210.0,1,2,0,15.7 s,7.4
1128.0,101.0,205.0,1,2,0,16.9 s @ 79.5 mph,9.3
1373.0,204.0,280.0,1,6,2,14.7 s @ 97.0 mph,6.2
1203.0,115.0,170.0,1,6,0,17.4 s @ 81.0 mph,9.5
1344.0,240.0,320.0,1,2,0,15.8 s @ 97.6 mph,6.9
1318.0,241.0,320.0,1,2,0,14.5 s,6.7
1350.0,200.0,262.0,1,2,0,16.9 s @ 99.4 mph,7.0
1348.0,200.0,262.0,1,2,0,16.9 s @ 100.0 mph,6.7
1260.0,179.0,230.0,1,2,0,16.0 s @ 95.7 mph,6.9
1130.0,150.0,196.0,1,2,0,16.1 s,7.4
1245.0,190.0,250.0,1,6,0,16.9 s @ 99.4 mph,6.9
1250.0,147.0,203.0,1,6,0,16.6 s,8.4
1515.0,160.0,350.0,2,2,0,16.7 s,8.3
1415.0,179.0,230.0,1,2,0,16.9 s @ 93.2 mph,7.8
1319.0,131.0,230.0,2,2,0,17.2 s,9.9
1279.0,130.0,225.0,1,2,0,17.4 s,8.6
1986.0,395.0,678.0,2,4,1,14.7 s @ 93.6 mph,6.2
2039.0,406.0,678.0,2,6,0,15.7 s @ 89.8 mph,7.7
2039.0,390.0,644.0,2,6,0,16.7 s @ 88.0 mph,8.6
1964.0,350.0,597.0,2,6,1,17.2 s @ 89.0 mph,8.5
2013.0,350.0,597.0,2,6,1,16.3 s @ 86.0 mph,7.5
1640.0,218.0,312.0,2,5,0,,8.0
1727.0,395.0,678.0,1,6,1,13.8 s @ 104.4 mph,6.2
1297.0,218.0,407.0,2,6,1,16.5 s @ 80.0 mph,8.5
1496.0,294.0,481.0,2,6,1,16.9 s @ 81.0 mph,9.4
1247.0,157.0,285.0,1,5,1,19.4 s @ 70.0 mph,14.0
1882.0,314.0,610.0,2,6,1,17.1 s @ 82.0 mph,9.8
1691.0,304.0,576.0,2,6,1,16.0 s @ 86.0 mph,8.2
1614.0,350.0,597.0,2,6,1,15.5 s @ 89.0 mph,7.8
1737.0,253.0,353.0,2,5,0,16.5 s @ 86.0 mph,8.5
1395.0,172.0,271.0,2,5,0,16.0 s @ 85.1 mph,7.8
2100.0,335.0,597.0,2,5,1,17.2 s @ 81.0 mph,9.4
1648.0,375.0,678.0,1,6,1,,7.0
1560.0,314.0,481.0,1,6,1,15.6 s @ 89.0 mph,7.4
1642.0,365.0,597.0,1,6,1,14.8 s @ 97.0 mph,6.3
1650.0,355.0,597.0,1,6,1,14.6 s @ 100.5 mph,7.8
2018.0,269.0,385.0,1,0,2,15.7 s @ 89.0 mph,7.0
1638.0,136.0,314.0,1,0,2,19.4 s @ 83.9 mph,10.1
1142.0,108.0,150.0,1,5,0,16.8 s @ 81.5 mph,8.9
1122.0,111.0,145.0,0,2,0,17.1 s @ 81.0 mph,9.2
1215.0,124.0,155.0,2,5,0,17.4 s @ 81.0 mph,9.7
2526.0,406.0,560.0,2,0,1,14.9 s @ 94.5 mph,6.3
3166.0,406.0,560.0,2,0,2,15.9 s @ 86.9 mph,7.6
1560.0,280.0,400.0,1,6,2,12.3 s,4.6
1543.0,320.0,400.0,1,6,2,12.9 s @ 110.0 mph,4.6
1601.0,280.0,375.0,1,6,2,12.9 s,5.3
1666.0,280.0,391.0,1,6,2,,4.7
1200.0,203.0,214.0,1,5,1,,5.7
1399.0,203.0,244.0,1,5,0,15.0 s @ 94.0 mph,6.4
1371.0,191.0,240.0,1,5,0,15.4 s @ 94.0 mph,7.0
1307.0,132.0,174.0,0,5,0,,9.7
1744.0,178.0,355.0,0,0,2,17.0 s @ 79.9 mph,9.1
1687.0,204.0,305.0,2,0,2,16.4 s @ 86.2 mph,8.4
1676.0,172.0,237.0,0,0,2,17.0 s @ 80.0 mph,9.1
1619.0,184.0,245.0,0,0,2,16.3 s @ 86.0 mph,8.1
1100.0,558.0,637.0,1,6,1,11.1 s @ 134.2 mph,3.1
2041.0,243.0,328.0,2,1,0,16.2 s @ 86.0 mph,7.9
2043.0,264.0,325.0,0,1,0,16.1 s @ 90.1 mph,7.9
1220.0,230.0,280.0,1,2,2,13.5 s,4.9
1370.0,190.0,196.0,0,4,0,,8.6
2220.0,274.0,391.0,2,0,2,15.9 s @ 87.0 mph,7.5
2032.0,288.0,351.0,2,5,0,15.2 s @ 93.0 mph,6.6
2111.0,288.0,351.0,0,0,2,15.7 s @ 92.0 mph,7.4
2863.0,380.0,525.0,2,1,1,15.9 s @ 89.0 mph,7.5
1610.0,313.0,373.0,1,6,1,13.7 s @ 103.1 mph,4.9
1824.0,269.0,334.0,0,0,2,15.6 s @ 91.2 mph,7.2
930.0,55.0,79.0,2,2,0,,17.4
1632.0,294.0,354.0,2,5,0,14.5 s,6.0
1662.0,304.0,354.0,0,5,0,14.3 s @ 101.0 mph,5.8
1505.0,259.0,334.0,1,5,0,14.7 s @ 97.0 mph,6.0
1415.0,154.0,226.0,1,5,0,16.7 s @ 82.5 mph,8.6
1204.0,124.0,155.0,2,4,0,17.6 s @ 78.2 mph,9.9
1219.0,114.0,200.0,1,3,0,17.8 s,9.6
1680.0,486.0,632.0,1,6,2,11.0 s @ 125.5 mph,3.0
1785.0,213.0,332.0,2,0,1,17.2 s @ 79.0 mph,9.5
2073.0,269.0,385.0,2,0,1,16.1 s @ 86.0 mph,7.6
2252.0,314.0,381.0,2,0,2,16.0 s @ 87.9 mph,7.9
