weight,horsepower,torque,transmission,body style,drive train,quarter mile,0-60
1861.0,294.0,423.0,2,5,1,,8.3
1900.0,530.0,710.0,2,5,1,12.9 s @ 112.5 mph,4.5
1389.0,208.0,255.0,1,6,1,15.8 s @ 89.0 mph,7.7
1350.0,220.0,270.0,1,6,1,,7.8
1420.0,200.0,255.0,1,6,1,16.3 s,8.2
1386.0,193.0,255.0,1,6,1,16.4 s @ 81.4 mph,7.5
1335.0,632.0,652.0,1,3,1,11.2 s @ 134.2 mph,3.7
2262.0,350.0,500.0,2,0,2,14.2 s @ 98.2 mph,5.8
1750.0,284.0,423.0,1,6,1,,7.6
1691.0,270.0,392.0,1,6,1,,7.6
1680.0,320.0,480.0,1,6,1,15.8 s @ 105.0 mph,6.2
1305.0,289.0,432.0,1,5,1,,4.8
1334.0,248.0,385.0,1,6,1,16.4 s @ 101.9 mph,6.3
1670.0,260.0,373.0,1,6,1,17.2 s @ 98.2 mph,7.7
1680.0,324.0,481.0,2,6,1,,6.8
2079.0,530.0,620.0,2,0,2,12.2 s @ 113.8 mph,3.7
1780.0,460.0,520.0,2,6,1,13.1 s @ 109.2 mph,4.6
1880.0,439.0,490.0,1,6,1,12.9 s @ 110.5 mph,4.5
1855.0,450.0,510.0,2,6,1,12.6 s,4.3
1880.0,405.0,460.0,1,6,1,13.5 s @ 104.0 mph,4.9
1880.0,460.0,520.0,2,3,1,13.5 s,4.8
1980.0,440.0,490.0,1,3,1,13.9 s @ 113.7 mph,4.7
1870.0,410.0,550.0,2,5,2,13.2 s @ 105.2 mph,4.6
1964.0,330.0,450.0,2,5,1,13.8 s @ 100.8 mph,5.7
1365.0,330.0,371.0,1,6,1,14.4 s @ 100.0 mph,5.6
1640.0,310.0,393.0,1,6,1,16.1 s @ 103.8 mph,6.6
1680.0,400.0,451.0,1,6,1,13.5 s @ 116.2 mph,4.4
1112.0,208.0,253.0,2,6,1,,6.5
1112.0,182.0,253.0,1,6,1,,6.5
1652.0,330.0,442.0,2,6,1,14.3 s,6.1
1511.0,235.0,315.0,2,6,1,16.0 s,8.4
1400.0,250.0,324.0,2,3,1,,6.4
1271.0,253.0,372.0,1,6,1,,5.6
1339.0,282.0,431.0,2,6,1,,6.0
684.0,190.0,201.0,1,3,1,13.9 s,4.4
1014.0,350.0,400.0,1,6,1,,3.8
944.0,240.0,230.0,1,6,1,12.7 s @ 108.1 mph,3.6
1093.0,436.0,440.0,1,6,1,11.8 s @ 122.9 mph,3.2
890.0,260.0,236.0,1,6,1,,3.9
1168.0,182.0,224.0,1,6,1,15.3 s,7.0
1411.0,422.0,430.0,1,6,1,12.4 s @ 111.0 mph,4.0
1010.0,224.0,300.0,1,6,1,14.8 s @ 109.4 mph,5.0
995.0,200.0,272.0,1,6,1,14.2 s,5.4
1034.0,304.0,420.0,1,6,1,,4.1
1187.0,306.0,389.0,1,6,1,13.4 s,4.5
1010.0,162.0,190.0,1,6,1,15.6 s,7.7
898.0,162.0,190.0,1,6,1,15.0 s,6.5
644.0,96.0,101.0,1,6,1,,11.4
806.0,158.0,175.0,1,6,1,14.4 s,5.0
877.0,136.0,172.0,1,3,1,15.0 s,6.3
723.0,120.0,165.0,1,3,1,14.4 s,5.9
924.0,217.0,249.0,1,6,1,14.9 s @ 108.7 mph,4.8
780.0,137.0,175.0,1,3,1,14.6 s @ 97.6 mph,5.0
897.0,136.0,160.0,1,3,1,15.6 s @ 88.9 mph,6.7
454.0,84.0,92.0,1,3,1,16.0 s,9.0
708.0,128.0,153.0,1,3,1,,6.5
673.0,106.0,146.0,1,3,1,15.7 s @ 87.0 mph,7.1
1021.0,167.0,201.0,1,3,0,14.9 s @ 93.5 mph,6.5
1051.0,162.0,190.0,1,6,1,16.6 s @ 89.0 mph,7.2
1088.0,162.0,190.0,1,6,1,,7.7
675.0,179.0,171.0,1,7,1,13.7 s,4.5
979.0,466.0,525.0,1,7,1,,2.9
776.0,256.0,242.0,1,7,1,12.6 s,4.0
1971.0,242.0,389.0,2,5,1,17.2 s @ 83.0 mph,9.1
2520.0,233.0,441.0,2,0,2,17.7 s @ 78.7 mph,10.3
2751.0,456.0,691.0,2,0,2,13.8 s @ 100.0 mph,5.2
2775.0,304.0,495.0,2,0,2,16.3 s @ 86.0 mph,8.3
2628.0,314.0,495.0,1,0,1,,8.4
2789.0,385.0,624.0,2,0,2,14.9 s @ 93.0 mph,6.2
2169.0,340.0,515.0,2,0,2,14.4 s @ 95.8 mph,5.8
2046.0,253.0,380.0,2,0,2,15.6 s @ 88.8 mph,7.3
2094.0,269.0,339.0,2,0,2,16.3 s @ 86.0 mph,8.1
1958.0,309.0,380.0,2,0,2,15.1 s @ 94.0 mph,6.4
1717.0,294.0,400.0,2,6,1,15.3 s @ 93.0 mph,7.0
1665.0,256.0,362.0,2,5,1,15.4 s @ 90.7 mph,7.2
1835.0,299.0,420.0,2,0,2,14.8 s @ 93.0 mph,6.0
1806.0,253.0,380.0,2,0,2,14.7 s @ 93.0 mph,6.1
1767.0,279.0,373.0,2,5,0,,7.1
1581.0,142.0,292.0,2,5,0,17.6 s @ 77.0 mph,10.5
2408.0,324.0,630.0,2,5,1,18.1 s @ 78.0 mph,11.8
2367.0,304.0,631.0,2,5,1,18.2 s @ 74.0 mph,11.2
2237.0,406.0,563.0,2,0,1,14.0 s @ 101.0 mph,5.4
2648.0,501.0,854.0,2,0,2,13.6 s @ 103.0 mph,5.0
2343.0,406.0,563.0,2,0,2,14.1 s @ 97.7 mph,5.4
1691.0,310.0,380.0,2,5,1,,5.1
1509.0,171.0,205.0,2,0,0,16.5 s @ 85.6 mph,8.5
1740.0,286.0,419.0,2,3,1,15.1 s @ 96.9 mph,5.7
1755.0,304.0,441.0,2,3,1,14.6 s @ 98.5 mph,6.2
1676.0,253.0,353.0,1,6,1,15.2 s @ 93.0 mph,6.7
2096.0,299.0,362.0,2,0,2,15.1 s @ 93.0 mph,6.7
2075.0,272.0,751.0,2,0,2,16.4 s @ 94.4 mph,7.4
1808.0,315.0,380.0,2,6,2,14.1 s @ 100.0 mph,5.6
1720.0,480.0,536.0,2,6,1,12.4 s,4.0
1808.0,279.0,430.0,2,0,2,15.0 s @ 95.0 mph,6.6
2522.0,415.0,650.0,2,0,2,14.5 s @ 95.9 mph,6.1
2816.0,388.0,546.0,2,0,2,15.5 s @ 91.0 mph,7.2
2444.0,233.0,434.0,2,0,2,17.2 s @ 79.0 mph,9.4
1705.0,253.0,353.0,2,5,1,,8.5
2131.0,385.0,498.0,2,5,1,14.6 s @ 99.0 mph,6.2
1945.0,381.0,493.0,1,5,1,14.2 s,5.4
1840.0,281.0,417.0,2,5,1,16.2 s @ 103.1 mph,6.5
1937.0,294.0,434.0,2,5,1,14.9 s @ 95.0 mph,6.3
1680.0,264.0,366.0,2,5,1,15.2 s @ 94.3 mph,7.0
1768.0,294.0,407.0,2,5,1,14.8 s @ 96.9 mph,6.3
2027.0,359.0,475.0,2,6,1,13.6 s @ 103.3 mph,4.8
2041.0,477.0,540.0,2,3,1,13.0 s @ 112.0 mph,4.6
1717.0,315.0,380.0,2,5,1,14.2 s @ 100.0 mph,5.6
1715.0,423.0,505.0,2,5,1,13.7 s @ 115.6 mph,4.7
1720.0,226.0,221.0,0,5,1,17.9 s @ 95.1 mph,8.0
1746.0,479.0,530.0,2,5,1,12.7 s @ 112.7 mph,4.3
1776.0,310.0,375.0,2,3,1,13.9 s,5.2
1600.0,310.0,375.0,1,5,1,13.8 s,5.3
1483.0,226.0,296.0,1,5,1,15.0 s @ 93.2 mph,6.6
1480.0,218.0,218.0,2,5,1,15.5 s @ 90.0 mph,7.3
1570.0,208.0,252.0,1,5,1,16.2 s @ 95.1 mph,7.2
2377.0,305.0,446.0,2,0,2,15.4 s @ 91.0 mph,6.9
1768.0,310.0,376.0,1,5,2,,6.0
1897.0,345.0,368.0,1,5,1,14.1 s @ 103.0 mph,5.5
1700.0,304.0,441.0,1,5,1,,5.7
1677.0,304.0,420.0,2,5,1,14.3 s @ 98.8 mph,5.7
1695.0,249.0,310.0,1,5,1,16.6 s @ 101.3 mph,6.7
1710.0,306.0,362.0,2,5,0,14.7 s @ 99.0 mph,6.1
1712.0,206.0,249.0,2,5,2,16.2 s @ 88.0 mph,8.1
2618.0,300.0,425.0,2,0,2,16.8 s @ 84.0 mph,8.6
2526.0,360.0,500.0,2,0,2,14.7 s @ 96.0 mph,6.3
2471.0,525.0,625.0,2,0,2,12.9 s @ 107.8 mph,4.7
2453.0,400.0,550.0,2,0,2,14.8 s @ 94.0 mph,6.2
1230.0,165.0,285.0,1,5,0,15.9 s,7.4
1400.0,215.0,285.0,1,5,0,17.1 s @ 98.8 mph,7.0
975.0,106.0,135.0,1,5,0,,11.1
1260.0,104.0,158.0,1,5,0,,11.5
1455.0,223.0,309.0,1,6,0,16.5 s @ 101.3 mph,6.5
1148.0,107.0,146.0,1,6,1,20.0 s @ 73.0 mph,14.2
1401.0,167.0,224.0,1,6,1,17.7 s @ 78.0 mph,10.8
1340.0,119.0,186.0,1,6,1,19.1 s @ 75.2 mph,11.9
1334.0,215.0,310.0,1,2,2,15.1 s @ 91.3 mph,5.7
1361.0,209.0,298.0,1,2,2,14.2 s,5.7
1320.0,150.0,206.0,1,2,0,17.5 s @ 90.7 mph,8.5
1048.0,121.0,175.0,1,3,1,,9.5
1163.0,208.0,230.0,2,6,1,14.8 s,6.0
1280.0,265.0,275.0,1,3,1,16.1 s @ 103.1 mph,7.6
1100.0,223.0,230.0,1,6,1,17.9 s @ 83.3 mph,6.9
999.0,570.0,540.0,1,6,2,10.5 s @ 141.7 mph,2.7
1650.0,650.0,660.0,1,6,2,11.4 s,3.2
1800.0,580.0,650.0,1,3,2,12.3 s @ 121.8 mph,3.6
1864.0,641.0,660.0,1,3,2,11.8 s @ 126.1 mph,3.3
1800.0,580.0,650.0,1,6,2,11.7 s,3.5
802.0,446.0,401.0,1,6,1,,3.6
1293.0,385.0,400.0,1,6,1,14.3 s,6.0
980.0,350.0,367.0,1,6,1,14.0 s,6.3
3045.0,420.0,500.0,1,0,2,17.7 s @ 88.9 mph,8.3
1351.0,259.0,231.0,1,6,1,13.9 s @ 96.4 mph,5.8
1240.0,355.0,375.0,1,6,1,,6.2
1573.0,640.0,565.0,3,6,1,10.6 s @ 134.5 mph,2.8
1650.0,610.0,560.0,3,3,2,11.4 s @ 131.1 mph,3.2
1389.0,580.0,540.0,1,6,1,11.4 s @ 131.7 mph,3.2
1389.0,610.0,560.0,3,6,1,11.2 s @ 135.5 mph,3.4
1739.0,520.0,510.0,1,3,2,12.1 s,3.8
1640.0,520.0,510.0,1,6,2,12.0 s,4.0
1430.0,570.0,540.0,1,6,2,11.4 s @ 131.1 mph,3.2
1340.0,570.0,540.0,1,6,2,11.4 s @ 131.1 mph,3.2
1590.0,560.0,540.0,4,3,2,12.0 s,3.7
1516.0,560.0,540.0,1,6,2,11.2 s @ 129.5 mph,3.2
1500.0,550.0,540.0,1,6,1,11.5 s,3.4
1613.0,500.0,510.0,1,6,2,12.3 s,3.8
1575.0,492.0,580.0,1,6,2,12.3 s @ 119.1 mph,4.5
1590.0,519.0,580.0,1,6,1,12.6 s,4.2
1530.0,530.0,605.0,1,6,2,11.9 s @ 121.8 mph,3.6
1451.0,525.0,590.0,1,6,1,12.6 s @ 120.0 mph,4.2
1395.0,590.0,640.0,1,6,1,,3.4
1520.0,575.0,630.0,1,6,1,11.8 s @ 124.3 mph,4.4
1624.0,549.0,620.0,1,6,2,11.8 s,3.4
1575.0,492.0,580.0,1,6,1,12.6 s @ 119.0 mph,4.4
1365.0,375.0,418.0,1,6,1,14.1 s @ 104.0 mph,5.7
1360.0,359.0,285.0,1,6,1,15.0 s @ 96.2 mph,5.6
1506.0,353.0,433.0,1,6,1,13.5 s @ 107.0 mph,5.4
1490.0,455.0,500.0,1,6,1,12.9 s @ 110.0 mph,4.2
1570.0,770.0,690.0,2,3,2,10.8 s @ 139.2 mph,2.8
1732.0,700.0,690.0,2,3,2,10.9 s @ 136.7 mph,2.7
1575.0,750.0,690.0,2,3,2,10.7 s,2.8
1050.0,284.0,345.0,1,6,1,14.9 s @ 93.0 mph,6.4
830.0,241.0,310.0,1,7,1,12.8 s,4.0
810.0,365.0,450.0,1,7,1,,3.6
855.0,304.0,400.0,1,7,1,12.2 s,4.0
1340.0,1359.0,1371.0,3,6,1,10.0 s @ 170.3 mph,3.2
1180.0,1018.0,1003.0,1,6,1,11.2 s @ 133.0 mph,2.9
1280.0,900.0,940.0,1,6,1,10.9 s @ 137.9 mph,2.8
1456.0,806.0,920.0,1,6,1,10.5 s @ 145.4 mph,3.6
1175.0,664.0,746.0,1,6,1,11.9 s,3.8
1435.0,940.0,1100.0,3,3,1,,3.1
1395.0,1160.0,1280.0,3,6,1,,2.8
1435.0,1130.0,1200.0,3,6,1,10.3 s @ 154.7 mph,2.8
1435.0,953.0,1100.0,3,6,1,10.6 s @ 146.0 mph,2.9
1435.0,973.0,1100.0,1,6,1,,2.9
1734.0,304.0,422.0,2,5,1,14.1 s @ 101.8 mph,5.7
1695.0,175.0,241.0,2,0,2,17.2 s @ 79.4 mph,10.3
1685.0,190.0,240.0,2,0,2,16.9 s @ 82.1 mph,9.3
1815.0,265.0,350.0,2,0,2,15.3 s @ 93.2 mph,7.1
1658.0,229.0,350.0,2,0,0,15.6 s @ 92.2 mph,7.3
1526.0,132.0,172.0,2,0,1,19.1 s @ 72.0 mph,12.5
1304.0,144.0,186.0,1,2,0,16.4 s,7.9
1333.0,149.0,179.0,0,2,0,15.2 s @ 91.3 mph,6.9
1415.0,204.0,264.0,3,2,0,15.0 s @ 95.0 mph,6.4
1852.0,285.0,422.0,3,0,2,14.8 s @ 96.5 mph,6.3
1855.0,230.0,350.0,2,0,2,15.6 s @ 92.0 mph,7.2
2034.0,265.0,350.0,2,0,2,15.6 s @ 90.5 mph,7.4
1450.0,177.0,264.0,1,0,2,15.3 s @ 91.0 mph,6.6
1327.0,148.0,179.0,0,3,0,16.5 s @ 85.5 mph,8.3
2165.0,280.0,336.0,2,1,0,15.8 s @ 91.0 mph,7.4
1680.0,185.0,182.0,2,1,0,16.8 s @ 83.3 mph,8.9
1312.0,122.0,152.0,2,2,0,16.8 s @ 83.0 mph,8.6
1284.0,204.0,265.0,1,6,0,,7.4
1342.0,143.0,186.0,1,2,0,17.6 s @ 90.1 mph,8.4
962.0,84.0,122.0,1,2,0,18.7 s,11.2
1444.0,141.0,265.0,3,0,0,17.2 s @ 79.0 mph,9.5
2139.0,370.0,510.0,2,5,2,13.9 s @ 102.2 mph,5.4
1599.0,294.0,421.0,2,5,2,13.7 s @ 106.0 mph,5.1
1466.0,182.0,264.0,2,5,0,15.5 s @ 92.0 mph,7.0
1335.0,175.0,209.0,2,5,0,,7.8
1330.0,156.0,194.0,1,6,0,15.5 s,7.8
1367.0,204.0,265.0,1,2,0,15.3 s,6.7
2090.0,294.0,355.0,2,0,0,15.3 s @ 93.0 mph,7.0
1723.0,294.0,343.0,2,5,0,15.0 s @ 95.0 mph,6.7
2091.0,342.0,451.0,1,0,2,15.6 s,6.8
2077.0,205.0,321.0,2,0,2,18.3 s @ 75.0 mph,11.5
2205.0,264.0,599.0,2,0,2,15.2 s @ 89.0 mph,6.7
1485.0,184.0,301.0,1,0,1,,8.9
2323.0,484.0,637.0,2,0,2,12.9 s @ 100.4 mph,4.2
1551.0,114.0,285.0,2,0,2,19.5 s @ 69.0 mph,14.0
2812.0,426.0,635.0,2,0,2,14.1 s @ 95.1 mph,5.5
2832.0,397.0,548.0,2,0,2,15.1 s @ 93.0 mph,6.7
1541.0,179.0,271.0,2,0,2,17.3 s @ 78.1 mph,9.3
1552.0,174.0,224.0,2,0,2,17.4 s @ 81.0 mph,9.7
1998.0,214.0,319.0,2,0,2,17.0 s @ 81.0 mph,9.3
1360.0,162.0,319.0,2,0,2,19.2 s @ 71.8 mph,12.6
2907.0,517.0,678.0,2,0,2,13.5 s @ 102.7 mph,4.7
2869.0,478.0,617.0,2,0,2,13.9 s @ 101.0 mph,5.4
2336.0,477.0,630.0,2,0,1,,5.0
2162.0,426.0,569.0,2,0,2,13.2 s @ 104.0 mph,4.4
2399.0,482.0,637.0,2,0,2,13.0 s @ 106.0 mph,4.4
2374.0,477.0,630.0,2,0,2,13.2 s @ 105.0 mph,4.6
1933.0,244.0,472.0,2,0,2,,6.8
2438.0,362.0,529.0,2,0,2,14.6 s @ 94.5 mph,6.1
2187.0,297.0,353.0,2,0,2,15.5 s @ 89.9 mph,7.3
2231.0,335.0,509.0,2,0,2,15.3 s @ 90.0 mph,6.8
2296.0,362.0,529.0,2,0,2,14.8 s @ 94.3 mph,6.4
1837.0,223.0,386.0,2,0,2,16.5 s @ 84.0 mph,8.1
2554.0,380.0,637.0,2,0,2,14.6 s @ 93.6 mph,6.0
2122.0,238.0,393.0,2,0,2,16.3 s @ 84.0 mph,8.0
2028.0,297.0,353.0,2,0,2,15.5 s @ 89.8 mph,7.3
1725.0,187.0,243.0,2,0,2,17.7 s @ 77.5 mph,10.4
2388.0,335.0,508.0,2,0,2,15.8 s @ 86.8 mph,7.9
2358.0,309.0,453.0,2,0,2,16.2 s @ 85.0 mph,8.0
1636.0,193.0,312.0,2,0,1,16.5 s @ 83.0 mph,8.4
1665.0,416.0,560.0,2,6,1,,5.1
1897.0,550.0,680.0,2,3,1,12.3 s @ 119.3 mph,4.0
1842.0,551.0,680.0,2,6,1,12.5 s @ 118.1 mph,4.2
1735.0,406.0,553.0,2,6,1,,5.2
1764.0,510.0,625.0,2,3,1,13.1 s @ 119.3 mph,4.4
1710.0,416.0,560.0,2,3,1,14.5 s @ 111.8 mph,5.3
1776.0,420.0,560.0,1,6,1,12.9 s,4.6
1780.0,284.0,375.0,2,3,1,15.3 s,7.0
1595.0,305.0,420.0,1,6,1,14.5 s @ 97.4 mph,6.1
1649.0,284.0,393.0,1,6,1,14.7 s,6.3
1000.0,266.0,353.0,1,3,1,,6.8
1372.0,182.0,203.0,1,6,1,16.4 s,8.0
1016.0,203.0,298.0,1,3,1,15.2 s,6.6
1446.0,253.0,325.0,1,6,1,17.3 s @ 84.0 mph,9.2
1378.0,209.0,285.0,2,3,1,,9.1
1400.0,182.0,265.0,1,3,1,17.0 s,12.0
1665.0,304.0,420.0,2,6,1,14.3 s,5.9
1789.0,309.0,476.0,2,6,1,16.8 s @ 100.0 mph,7.0
1875.0,575.0,700.0,2,5,1,12.2 s @ 119.0 mph,3.9
1798.0,254.0,377.0,2,5,1,,6.7
1770.0,224.0,337.0,2,5,1,,7.4
1977.0,510.0,625.0,2,5,1,13.4 s @ 116.2 mph,4.3
1628.0,405.0,553.0,1,5,1,13.4 s,5.0
1808.0,375.0,525.0,2,5,1,13.9 s @ 103.1 mph,5.3
1759.0,284.0,375.0,2,5,1,15.2 s,6.9
1740.0,298.0,411.0,2,5,1,14.8 s @ 96.0 mph,6.3
1747.0,226.0,377.0,2,5,1,16.2 s @ 88.2 mph,8.6
1829.0,295.0,434.0,2,5,1,18.2 s @ 93.8 mph,8.2
1946.0,311.0,453.0,2,5,1,17.0 s @ 98.8 mph,7.1
1788.0,295.0,425.0,2,3,1,15.4 s,7.5
1750.0,322.0,512.0,1,5,1,14.4 s @ 99.8 mph,5.7
1659.0,207.0,435.0,2,5,1,16.9 s @ 92.0 mph,7.7
1769.0,275.0,600.0,2,5,1,15.8 s @ 97.6 mph,6.9
1987.0,550.0,680.0,2,5,1,12.1 s @ 118.7 mph,3.7
1960.0,510.0,625.0,2,5,1,12.6 s,4.3
1957.0,510.0,625.0,2,5,1,,4.7
1903.0,416.0,560.0,2,5,1,14.5 s @ 111.2 mph,5.2
1894.0,385.0,515.0,2,5,1,13.8 s,5.3
1842.0,304.0,420.0,2,5,1,14.6 s @ 99.0 mph,6.1
1820.0,275.0,600.0,2,5,1,16.6 s @ 101.3 mph,6.7
1755.0,207.0,435.0,2,5,1,17.0 s @ 92.0 mph,7.7
1667.0,250.0,365.0,2,5,1,15.4 s,6.8
1555.0,231.0,284.0,2,5,2,15.2 s @ 90.1 mph,7.1
1689.0,406.0,553.0,2,5,1,14.5 s @ 102.0 mph,6.0
1250.0,127.0,250.0,1,3,1,,10.4
1250.0,104.0,195.0,1,3,1,,13.5
1800.0,395.0,541.0,1,5,1,13.8 s @ 103.1 mph,5.4
1759.0,298.0,411.0,2,5,1,14.9 s @ 96.0 mph,6.4
1673.0,240.0,300.0,1,5,1,15.6 s,7.9
1442.0,213.0,292.0,2,5,1,18.0 s @ 79.5 mph,11.4
1689.0,193.0,275.0,2,5,1,,12.0
1814.0,269.0,353.0,2,5,1,,11.3
1435.0,213.0,213.0,1,5,1,17.8 s @ 77.0 mph,9.5
1614.0,380.0,460.0,2,3,1,12.7 s @ 110.0 mph,4.2
1597.0,340.0,450.0,2,3,1,,5.1
1861.0,583.0,700.0,2,6,2,11.7 s @ 122.0 mph,3.4
1614.0,380.0,460.0,1,6,1,13.4 s @ 105.0 mph,4.5
1665.0,550.0,680.0,1,6,1,11.7 s @ 122.4 mph,3.4
2232.0,404.0,640.0,2,0,2,13.8 s,5.0
2003.0,300.0,700.0,2,0,2,14.8 s @ 93.8 mph,6.2
1564.0,244.0,386.0,1,3,1,16.2 s @ 89.0 mph,8.0
1499.0,276.0,403.0,1,3,1,,6.4
1274.0,269.0,353.0,1,3,1,15.2 s @ 94.0 mph,6.3
1350.0,268.0,385.0,1,6,1,15.9 s @ 86.0 mph,7.8
1973.0,300.0,400.0,2,0,2,15.0 s @ 92.0 mph,6.5
950.0,254.0,328.0,1,3,1,13.5 s,4.7
1880.0,269.0,375.0,2,5,1,,10.4
1342.0,114.0,190.0,1,5,1,19.2 s @ 73.0 mph,13.4
1852.0,426.0,564.0,2,5,1,,4.7
2683.0,406.0,560.0,2,0,2,14.6 s @ 96.0 mph,5.9
2757.0,406.0,560.0,2,0,2,15.1 s @ 95.0 mph,6.2
1985.0,330.0,362.0,2,0,2,14.5 s @ 96.0 mph,6.0
2110.0,299.0,366.0,2,0,2,15.7 s @ 87.9 mph,7.3
2746.0,406.0,560.0,2,0,2,15.1 s @ 94.0 mph,6.5
2580.0,324.0,532.0,2,0,2,15.6 s @ 89.0 mph,7.1
1888.0,272.0,380.0,1,0,2,14.7 s @ 96.0 mph,6.1
1903.0,335.0,366.0,2,5,2,14.2 s @ 100.0 mph,5.6
1759.0,304.0,400.0,2,6,1,13.9 s @ 101.5 mph,5.4
1684.0,333.0,365.0,2,5,1,13.5 s @ 104.0 mph,4.9
1756.0,406.0,475.0,2,5,1,13.0 s @ 109.0 mph,4.5
1872.0,304.0,400.0,2,5,2,13.6 s @ 103.0 mph,5.0
1764.0,270.0,377.0,2,5,1,15.7 s @ 90.9 mph,7.5
1769.0,345.0,451.0,2,5,1,14.6 s @ 100.0 mph,5.9
1780.0,282.0,396.0,2,5,1,16.3 s @ 90.0 mph,8.2
1814.0,340.0,456.0,2,5,1,13.9 s,5.5
1830.0,364.0,350.0,2,5,1,13.5 s @ 104.4 mph,5.1
1932.0,425.0,565.0,2,5,1,13.4 s,4.9
1775.0,320.0,360.0,2,5,2,14.3 s,5.7
1719.0,320.0,359.0,2,6,1,14.3 s @ 101.9 mph,5.6
1670.0,333.0,365.0,1,5,1,14.0 s @ 102.0 mph,5.4
1709.0,320.0,360.0,2,5,1,13.6 s,5.5
1710.0,335.0,360.0,1,6,1,14.0 s @ 100.7 mph,5.4
1880.0,330.0,362.0,2,3,1,14.1 s @ 100.0 mph,5.6
1605.0,310.0,363.0,1,5,1,13.7 s @ 103.8 mph,5.5
1595.0,306.0,353.0,1,6,1,14.1 s @ 100.0 mph,5.2
2120.0,390.0,500.0,2,0,2,13.6 s,5.7
1986.0,319.0,447.0,2,0,2,14.7 s @ 95.7 mph,6.3
1954.0,307.0,355.0,2,0,2,14.9 s,6.5
2012.0,320.0,360.0,2,0,2,14.9 s,6.1
2095.0,264.0,348.0,2,0,2,16.3 s @ 86.5 mph,8.0
1165.0,123.0,153.0,0,0,0,16.8 s @ 82.1 mph,8.8
1270.0,204.0,264.0,2,2,0,15.2 s @ 94.4 mph,6.9
1486.0,175.0,241.0,2,0,2,17.6 s @ 78.1 mph,10.3
1664.0,190.0,241.0,2,0,2,16.7 s @ 85.0 mph,8.8
1739.0,265.0,350.0,2,0,2,15.3 s @ 92.2 mph,7.1
1569.0,230.0,350.0,2,0,2,15.0 s @ 94.1 mph,6.9
1148.0,147.0,180.0,2,6,0,,8.6
1607.0,238.0,306.0,2,5,0,15.2 s @ 92.5 mph,6.8
1560.0,252.0,310.0,3,5,0,15.1 s,6.2
1565.0,278.0,365.0,1,5,0,,6.1
1503.0,201.0,252.0,2,5,0,16.1 s @ 89.0 mph,7.8
1585.0,294.0,422.0,3,5,0,13.6 s @ 105.0 mph,5.0
1575.0,278.0,365.0,2,5,0,14.5 s @ 100.0 mph,6.1
1522.0,188.0,241.0,2,5,0,16.2 s @ 88.0 mph,7.9
1633.0,248.0,353.0,2,5,0,15.5 s @ 92.0 mph,7.2
1922.0,245.0,306.0,2,0,2,16.5 s @ 86.0 mph,8.4
1732.0,184.0,253.0,2,0,2,17.6 s @ 79.0 mph,10.3
1837.0,281.0,422.0,3,0,2,14.5 s @ 99.0 mph,6.0
1891.0,230.0,350.0,2,0,2,15.7 s @ 90.0 mph,7.5
1861.0,285.0,422.0,3,0,2,14.5 s @ 98.0 mph,6.0
1389.0,198.0,265.0,3,0,0,15.7 s,7.3
1440.0,141.0,265.0,3,0,0,18.4 s @ 87.6 mph,9.0
1601.0,184.0,392.0,2,0,2,17.6 s @ 89.5 mph,8.2
1350.0,144.0,265.0,3,5,0,16.4 s @ 84.3 mph,8.4
1429.0,275.0,353.0,1,2,0,14.2 s,6.6
1453.0,275.0,353.0,1,2,0,14.2 s @ 102.0 mph,6.0
1400.0,250.0,353.0,1,2,0,14.5 s,5.9
1190.0,204.0,275.0,1,2,0,14.6 s,6.1
1171.0,100.0,172.0,1,2,0,17.6 s @ 78.8 mph,9.7
1003.0,84.0,118.0,1,2,0,19.1 s,12.8
1235.0,184.0,240.0,2,2,0,,6.9
1580.0,350.0,400.0,2,6,1,13.8 s @ 102.5 mph,5.2
1536.0,213.0,302.0,1,6,1,15.2 s @ 90.3 mph,6.8
1550.0,275.0,373.0,2,6,1,14.2 s @ 96.3 mph,5.7
1910.0,435.0,376.0,2,5,1,13.3 s @ 107.5 mph,4.8
1824.0,380.0,451.0,1,5,1,13.9 s,5.6
1379.0,204.0,264.0,1,5,0,15.1 s @ 94.0 mph,6.6
1342.0,204.0,264.0,3,5,0,16.4 s @ 89.4 mph,8.6
1445.0,280.0,392.0,1,5,0,14.0 s @ 101.8 mph,5.9
1389.0,141.0,264.0,3,5,0,16.5 s @ 85.0 mph,8.4
1344.0,143.0,186.0,1,6,0,17.8 s @ 89.5 mph,8.7
1737.0,269.0,350.0,2,5,0,15.2 s,6.6
1117.0,112.0,144.0,1,2,0,16.6 s @ 81.9 mph,8.7
743.0,57.0,51.0,1,3,1,20.7 s @ 63.0 mph,17.8
1256.0,243.0,221.0,1,3,1,13.9 s @ 100.0 mph,5.4
1270.0,242.0,221.0,1,3,1,14.4 s,5.8
1339.0,193.0,214.0,1,6,0,15.2 s @ 93.0 mph,6.7
1279.0,162.0,212.0,1,6,0,15.6 s @ 89.0 mph,7.2
1373.0,198.0,214.0,1,6,0,15.6 s @ 91.0 mph,7.2
1045.0,101.0,146.0,1,6,1,,9.6
2020.0,247.0,325.0,1,0,2,15.9 s,7.1
1943.0,284.0,355.0,2,0,2,14.7 s @ 93.9 mph,6.2
2016.0,213.0,311.0,2,1,0,15.9 s @ 88.0 mph,7.5
